State,Policy_Date_Begin,Policy_Date_End,FamCapExist,FamCapExist_Notes,FamCapDate,FamCapDate_Notes,FamCapMonthChildExclu,FamCapMonthChildExclu_Notes,FamCapPrevExcluChild,FamCapPrevExcluChild_Notes,FamCapInclAfterXMonthsNonReceipt,FamCapInclAfterXMonthsNonReceipt_Notes,FamCapInclIfBornOrConceivedNonReceipt,FamCapInclIfBornOrConceivedNonReceipt_Notes,FamCapBenRedPerCappedChild,FamCapBenRedPerCappedChild_Notes,FamCapCappedChildInclElig,FamCapCappedChildInclElig_Notes,FamCapChildSupptIncExclu,FamCapChildSupptIncExclu_Notes,FamCapChildExemptIfNonconsensual,FamCapChildExemptIfNonconsensual_Notes,FamCapChildResidencyinUnitExempt,FamCapChildResidencyinUnitExempt_Notes,FamCapFirstChildtoMinorParExempt,FamCapFirstChildtoMinorParExempt_Notes,FamCapOtherExemptions,FamCapOtherExemptions_Notes,FamCapDatabookRecord,FamCapDatabookRecord_Notes,Notes
"North Carolina",2002/08/01,2003/01/31,Yes,,07/01/1996,,10,"Does not apply to adoptees.","Always capped",,"No limit","A child conceived while the unit is not receiving benefits is exempt from the family cap.",conceived,,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,"When a minor parent turns 18 or is emancipated, all her previously capped children are no longer capped. If a capped child is the only child in the unit, the parent or stepparent can still receive benefits. If the only child is subject to the family cap and lives with a caretaker relative, the family is not eligible for assistance.",,"Yes, all",,
"North Carolina",2003/02/01,2009/11/30,Yes,,07/01/1996,,10,"Does not apply to adoptees.","Always capped",,"No limit","A child conceived while the unit is not receiving benefits is exempt from the family cap.",conceived,,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,"When a minor parent turns 18 or is emancipated, all her previously capped children are no longer capped. If acapped child is the only child in the unit, the parent or stepparent can still receive benefits. If the only child is subject to the family cap and lives with a caretaker relative, the family is not eligible for assistance. A family cap may be waived in situations with domestic abuse if necessary for the safety and well being of the family.",,"Yes, all",,
"North Carolina",2009/12/01,2010/05/31,Yes,,07/01/1997,,10,"Does not apply to adoptees.","Always capped",,"No limit","A child conceived while the unit is not receiving benefits is exempt from the family cap.",conceived,,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,"When a minor parent turns 18 or is emancipated, all her previously capped children are no longer capped. If a child is born after a minor parent turns 18 but is conceived while the parent is receiving assistance as a dependent child, that child is not subject to the family cap. If a capped child is the only child in the unit, the parent or stepparent can still receive benefits. If the only child is subject to the family cap and lives with a caretaker relative, the family is not eligible for assistance. A family cap may be waived in situations with domestic abuse if necessary for the safety and well being of the family.",,"Yes, all",,
"North Carolina",2010/06/01,2013/12/31,Yes,,06/01/1997,,10,"The family cap does not apply to adoptees or to parents receiving assistance from another state.","Always capped",,"No limit","A child conceived while the unit is not receiving benefits is exempt from the family cap.",conceived,,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,"When a minor parent turns 18 or is emancipated, all her previously capped children are no longer capped. If a child is born after a minor parent turns 18 but is conceived while the parent is receiving assistance as a dependent child, that child is not subject to the family cap. If a capped child is the only child in the unit, the parent or stepparent can still receive benefits. If the only child is subject to the family cap and lives with a caretaker relative, the family is not eligible for assistance. A family cap may be waived in situations with domestic abuse if necessary for the safety and well being of the family.",,"Yes, all",,
"North Carolina",2014/01/01,Ongoing,Yes,,06/01/1997,,10,"The family cap does not apply to adoptees or to parents receiving assistance from another state.","Always capped",,"No limit","A child conceived while the unit is not receiving benefits is exempt from the family cap.",conceived,,100,,Yes,,No,,Yes,,No,"No, unless the child's parental custody has been legally transferred or the child can no longer live with his/her parent due to the parent's death, incarceration for 3 or more months, disability or institutionalization for at least 3 months.",Yes,,"When a minor parent turns 18 or is emancipated, all her previously capped children are no longer capped. If a child is born after a minor parent turns 18 but is conceived while the parent is receiving assistance as a dependent child, that child is not subject to the family cap. If a capped child is the only child in the unit, the parent or stepparent can still receive benefits. If the only child is subject to the family cap and lives with a caretaker relative, the family is not eligible for assistance. A family cap may be waived in situations with domestic abuse if necessary for the safety and well being of the family.",,"Yes, all",,
"North Dakota",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"North Dakota",1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"North Dakota",1998/01/01,1998/06/30,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"North Dakota",1998/07/01,1998/12/31,Yes,,07/01/1998,,8,"A child conceived once the unit is in receipt of benefits is capped.",12,,12,,conceived,,100,,No,,n.a.,,Yes,,No,,Yes,,n.a.,,"Yes, all",,
"North Dakota",1999/01/01,2001/12/31,Yes,,07/01/1998,,8,"A child conceived once the unit is in receipt of benefits is capped.",12,,12,,conceived,,100,,No,,n.a.,,Yes,,No,,Yes,,n.a.,,"Yes, all",,
"North Dakota",2002/01/01,2010/01/31,Yes,,07/01/1998,,8,"A child conceived once the unit is in receipt of benefits is capped.",12,,12,,conceived,,100,,No,,n.a.,,Yes,,No,,Yes,,n.a.,,"Yes, all",,"A child subject to the benefit cap provision will not be referred to the Child Support Enforcement Agency"
"North Dakota",2010/02/01,2010/03/31,Yes,,07/01/1998,,8,"A child conceived once the unit is in receipt of benefits is capped.",12,,12,,conceived,,100,,No,,n.a.,,Yes,,No,,Yes,,n.a.,,"Yes, all",,"A child subject to the benefit cap provision will not be referred to the Child Support Enforcement Agency. Children conceived while unit was receiving diversion benefits after October 1, 2008 are not subject to the family cap."
"North Dakota",2010/04/01,2013/12/31,Yes,,07/01/1998,,8,"A child conceived once the unit is in receipt of benefits is capped.",12,,12,,conceived,,100,,No,,n.a.,,Yes,,No,,Yes,,n.a.,,"Yes, all",,"A child subject to the benefit cap provision will not be referred to the Child Support Enforcement Agency. Children conceived while unit was receiving diversion benefits on or after October 1, 2008 are not subject to the family cap. Diversion benefits received on or after October 1, 2008 no longer count in the determination of the 12 month period of non-receipt for M3."
"North Dakota",2014/01/01,2023/09/30,Yes,,07/01/1998,,8,"A child conceived once the unit is in receipt of benefits is capped.",12,,12,,conceived,,100,,No,,n.a.,,Yes,,No,,Yes,,n.a.,,"Yes, all",,"A capped child is no longer considered a capped child if the case in which the child is a capped child closes and remains closed for 12 continuous months. The 12 continuous month period is calculated based on months benefits were issued to the household or the household was otherwise deemed eligible. A child subject to the benefit cap provision will not be referred to the Child Support Enforcement Agency. Children conceived while unit was receiving diversion benefits on or after October 1, 2008 are not subject to the family cap. Diversion benefits received on or after October 1, 2008 no longer count in the determination of the 12 month period of non-receipt for M3."
"North Dakota",2023/10/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Ohio,1996/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Ohio,1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Ohio,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Oklahoma,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Oklahoma,1997/01/01,1997/10/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Oklahoma,1997/11/01,1998/12/31,Yes,"Unit will not receive cash payment associated with additional child; however, unit will receive a voucher for that amount during the first 36 months to pay for expenses associated with the child.",11/01/1997,,10,,"Always capped",,1,,either,,100,"Unit will not receive cash payment associated with additional child; however, unit will receive a voucher for that amount during the first 36 months to pay for expenses associated with the child.",Yes,,No,,No,,Yes,,Yes,,n.a.,,"Yes, all",,"Vouchers are similar to cash. The capped portion of the benefit is distributed every month divided into two vouchers that can be used at any store to purchase things necessary for the capped child."
Oklahoma,1999/01/01,2009/10/31,Yes,"Unit will not receive cash payment associated with additional child; however, unit will receive a voucher for that amount during the first 36 months to pay for expenses associated with the child.",11/01/1997,,10,,"Always Capped",,1,,either,,100,"Unit will not receive cash payment associated with additional child; however, unit will receive a voucher for that amount during the first 36 months to pay for expenses associated with the child.",Yes,,No,,No,,Yes,,Yes,,n.a.,,"Yes, all",,"Vouchers are similar to cash. The capped portion of the benefit is distributed every month divided into two vouchers that can be used at any store to purchase things necessary for the capped child."
Oklahoma,2009/11/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,n.a.
Oklahoma,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Oregon,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Oregon,1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Oregon,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Pennsylvania,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Pennsylvania,1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Pennsylvania,1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Pennsylvania,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"Puerto Rico",2022/01/01,Ongoing,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Not in manual",,"Yes, all",,
"Rhode Island",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"Rhode Island",1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"Rhode Island",1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"Rhode Island",2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"South Carolina",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"South Carolina",1997/01/01,1998/12/31,Yes,,01/02/1997,,10,,"Always capped",,"No limit",,conceived,,100,"Benefits will be provided in the form of vouchers up to the amount of increase in cash benefits that the family would have received for the child. These vouchers will be used to pay for goods and services, to support the needs of the child, and to permit the custodial parent to participate in education, training, and employment-related activities.",Yes,,Yes,"Any earned income is excluded",Yes,,Yes,"If custody of child has been legally transferred",Yes,,n.a.,,"Yes, all",,
"South Carolina",1999/01/01,1999/05/31,Yes,,01/02/1997,,10,,"Always capped",,"No limit",,conceived,,100,"Benefits will be provided in the form of vouchers up to the amount of increase in cash benefits that the family would have received for the child. These vouchers will be used to pay for goods and services, to support the needs of the child, and to permit the custodial parent to participate in education, training, and employment-related activities.",Yes,,Yes,"Any earned income is excluded",Yes,,Yes,"If custody of child has been legally transferred",Yes,,n.a.,,"Yes, all",,
"South Carolina",1999/06/01,2002/07/31,Yes,,01/02/1997,,10,,"Always capped",,"No limit",,conceived,,100,"Benefits will be provided in the form of vouchers up to the amount of increase in cash benefits that the family would have received for the child. These vouchers will be used to pay for goods and services, to support the needs of the child, and to permit the custodial parent to participate in education, training, and employment-related activities.",Yes,,Yes,"Any earned income is excluded",Yes,,Yes,"If custody of child has been legally transferred or the child has been abandoned",Yes,,"If the child's parent(s) are incapable of caring for the child as documented by a physician",,"Yes, all",,
"South Carolina",2002/08/01,2013/12/31,Yes,,01/02/1997,,10,,"Always capped",,"No limit",,conceived,,100,"Benefits will be provided in the form of vouchers up to the amount of increase in cash benefits that the family would have received for the child. These vouchers will be used to pay for goods and services, to support the needs of the child, and to permit the custodial parent to participate in education, training, and employment-related activities.",Yes,,Yes,"Any earned income is excluded",Yes,,Yes,"If custody of child has been legally transferred or the child has been abandoned",Yes,,"If the child's parent(s) are incapable of caring for the child as documented by a physician",,"Yes, all",,"If the benefit group received benefits in another state in month zero, the child is not a family cap child."
"South Carolina",2014/01/01,Ongoing,Yes,,01/02/1997,,10,,"Always capped",,"No limit",,conceived,,100,"Benefits will be provided in the form of vouchers up to the amount of increase in cash benefits that the family would have received for the child. These vouchers will be used to pay for goods and services, to support the needs of the child, and to permit the custodial parent to participate in education, training, and employment-related activities.",Yes,,Yes,"Any earned income is excluded",Yes,,Yes,"If custody of child has been legally transferred or the child has been abandoned",Yes,,"If the child's parent(s) are incapable of caring for the child as documented by a physician",,"Yes, all",,"If the benefit group received benefits in another state in month zero, the child is not a family cap child."
"South Dakota",1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"South Dakota",1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"South Dakota",2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Tennessee,1996/01/01,1996/08/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Tennessee,1996/09/01,1996/12/31,Yes,,09/01/1996,,10,,"No limit","The family cap ends immediately unless the case was closed for non-compliance with Families First policies, without good cause, or because of sanction. If the case was closed for non-cooperation, the family cap will remain in effect if the assistance group reapplies within three month of case closure. If the case was closed because of sanction, the family cap remains in effect whenever the assistance group reapplies.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. The family cap is enforced when an assistance unit is closed, through deliberate action, without good cause, and the family reapplies within 90 days. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,"Includes all children in a multiple birth.","A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,
Tennessee,1997/01/01,1998/12/31,Yes,,09/01/1996,,10,,"No limit","The family cap ends immediately unless the case was closed for non-compliance with Families First policies, without good cause, or because of sanction. If the case was closed for non-cooperation, the family cap will remain in effect if the assistance group reapplies within three month of case closure. If the case was closed because of sanction, the family cap remains in effect whenever the assistance group reapplies.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. The family cap is enforced when an assistance unit is closed, through deliberate action, without good cause, and the family reapplies within 90 days. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,"Includes all children in a multiple birth.","A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,
Tennessee,1999/01/01,2001/05/31,Yes,,09/01/1996,,10,,"No limit","The family cap ends immediately unless the case was closed for non-compliance with Families First policies, without good cause, or because of sanction. If the case was closed for non-cooperation, the family cap will remain in effect if the assistance group reapplies within three month of case closure. If the case was closed because of sanction, the family cap remains in effect whenever the assistance group reapplies.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. The family cap is enforced when an assistance unit is closed, through deliberate action, without good cause, and the family reapplies within 90 days. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,"Includes all children in a multiple birth.","A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,
Tennessee,2001/06/01,2003/04/30,Yes,,09/01/1996,,10,,"No limit","The family cap ends immediately unless the case was closed for non-compliance with Families First policies, without good cause, or because of sanction. If the case was closed for non-cooperation, the family cap will remain in effect if the assistance group reapplies within three month of case closure. If the case was closed because of sanction, the family cap remains in effect whenever the assistance group reapplies.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. The family cap is enforced when an assistance unit is closed, through deliberate action, without good cause, and the family reapplies within 90 days. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,"Includes all children in a multiple birth.","A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,"Family Cap is also applied to a child born during a period of ineligibility, but within 10 months of reapplication when: (1) the woman becomes pregnant while on aid, (2) the AU was closed prior to birth and the child was born more than 10 months after the previous application date, (3) the AU reapplies within 10 months of the previous closure and (4) the reason for the closure was a non-cooperation with TANF policies."
Tennessee,2003/05/01,2007/06/30,Yes,,09/01/1996,,10,,3,"Once a family cap has been applied to a child it will continue for the duration of the unit's 18 month period of eligibility, plus any extension months, and will end when the case is closed for time limits and without a sanction.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. The family cap is enforced when an assistance unit is closed, through deliberate action, without good cause, and the family reapplies within 90 days. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,"Includes all children in a multiple birth.","A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,"Family Cap is also applied to a child born during a period of ineligibility, but within 10 months of reapplication when: (1) the woman becomes pregnant while on aid, (2) the AU was closed prior to birth and the child was born more than 10 months after the previous application date, (3) the AU reapplies within 10 months of the previous closure and (4) the reason for the closure was a non-cooperation with TANF policies."
Tennessee,2007/07/01,2013/12/31,Yes,,09/01/1996,,10,,"No minimum","A previously capped child will be uncapped after the case is closed for any length of time. The only circumstances under which the cap will remain in place are: 1) the case is closed for failure to cooperate with child support requirements or failure to fulfill requirements included in the contract or 2) at the time of case closure the unit is being sanctioned for noncompliance with these requirements, even if noncompliance is not the reason for the case closure.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,,"A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,"Family Cap is also applied to a child born during a period of ineligibility, but within 10 months of reapplication when: (1) the woman becomes pregnant while on aid, (2) the AU was closed prior to birth and the child was born more than 10 months after the previous application date, (3) the AU reapplies within 10 months of the previous closure and (4) the reason for the closure was a non-cooperation with TANF policies."
Tennessee,2014/01/01,2024/06/30,Yes,,09/01/1996,,10,,"No minimum","A previously capped child will be uncapped after the case is closed for any length of time. The only circumstances under which the cap will remain in place are: 1) the case is closed for failure to cooperate with child support requirements or failure to fulfill requirements included in the contract or 2) at the time of case closure the unit is being sanctioned for noncompliance with these requirements, even if noncompliance is not the reason for the case closure.",1,"The child must be conceived during a month in which the assistance unit was not receiving benefits. If the case is closed due to sanction, the capped child remains ineligible upon reapplication for benefits.",conceived,,100,,Yes,,No,,Yes,,Yes,,Yes,,"A child born prior to the later of the application date or the date of Families First implementation and who has entered or returned to the home is not capped.",,"Yes, all",,"Family Cap is also applied to a child born during a period of ineligibility, but within 10 months of reapplication when: (1) the woman becomes pregnant while on aid, (2) the AU was closed prior to birth and the child was born more than 10 months after the previous application date, (3) the AU reapplies within 10 months of the previous closure and (4) the reason for the closure was a non-cooperation with TANF policies."
Texas,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Texas,1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Texas,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Utah,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Utah,1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Utah,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Vermont,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Vermont,1997/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Vermont,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
"Virgin Islands",2022/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Virginia,1996/01/01,1996/04/30,Yes,,07/01/1995,,10,"Eliminate the incremental increase in benefits when a child is conceived while receiving benefits or six months thereafter.",n.a.,,6,"Child born after 6 months of non-receipt is eligible.",born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.",n.a.,,"Yes, all",,
Virginia,1996/05/01,1996/12/31,Yes,,07/01/1995,,10,,"Always capped",,"No limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.",n.a.,,"Yes, all",,
Virginia,1997/01/01,1997/12/31,Yes,,07/01/1995,,10,,"Always capped",,"No limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.",n.a.,,"Yes, all",,
Virginia,1998/01/01,1998/12/31,Yes,,07/01/1995,,10,,"Always capped",,"No limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.",n.a.,,"Yes, all",,
Virginia,1999/01/01,1999/12/31,Yes,,07/01/1995,,10,,"Always capped",,"No limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.",n.a.,,"Yes, all",,
Virginia,2000/01/01,2000/06/30,Yes,,07/01/1995,,10,,"Always capped",,"no limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.",n.a.,,"Yes, all",,
Virginia,2000/07/01,2006/09/30,Yes,,07/01/1995,,10,,"Always capped",,"no limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.","A family cap imposed in another state does not affect a child's eligibility in Virginia.",,"Yes, all",,
Virginia,2006/10/01,2008/09/30,Yes,,07/01/1995,,10,,"Always capped",,"no limit",,born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.","A family cap imposed in another state does not affect a child's eligibility in Virginia.",,"Yes, all",,"A parent who gives birth with a family cap in place is eligible for a six-week exemption from activity requirements."
Virginia,2008/10/01,2013/12/31,Yes,,07/01/1995,,10,,"Always capped",,"no limit","If a family is off benefits for one full month, the begins receiving benefits again, a new 10 month period is started.",born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.","A family cap imposed in another state does not affect a child's eligibility in Virginia.",,"Yes, all",,"A parent who gives birth with a family cap in place is eligible for a six-week exemption from activity requirements."
Virginia,2014/01/01,2020/06/30,Yes,,07/01/1995,,10,,"Always capped",,"no limit","If a family is off benefits for one full month, the begins receiving benefits again, a new 10 month period is started.",born,,100,,No,,Yes,,Yes,,Yes,,Yes,"As long as the minor parent is an eligible child on a grant.","A family cap imposed in another state does not affect a child's eligibility in Virginia.",,"Yes, all",,"A parent who gives birth with a family cap in place is eligible for a six-week exemption from activity requirements."
Virginia,2020/07/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,I,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,Yes,,Yes,,n.a.,,"Yes, all",,
Washington,1996/01/01,1996/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Washington,1997/01/01,1997/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Washington,1998/01/01,2013/12/31,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
Washington,2014/01/01,Ongoing,No,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,"Yes, all",,
